UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil	Phos freq	DeepPhase
A0A1B0GWK0	hSaPS	train	0	hNoPS	PVLEF	Homo sapiens	9606	134	0.43092869	0.305970149253731	0.402985074626865	0.0746268656716417		-0.435	-0.202462	0	0.0	
A0A1B0GX68	hSaPS	train	0	hNoPS	TVB2	Homo sapiens	9606	115	0.48	0.208695652173913	0.295652173913043	0.0		-0.359	-1.22147	0	0.0	
A0A1W2PP97	hSaPS	train	0	hNoPS	THSD8	Homo sapiens	9606	115	0.455845411	0.252173913043478	0.226086956521739	0.147826086956521		-0.445	-0.916714	0	0.0	
A0A1W2PPF3	hSaPS	train	0	hNoPS	DUXB	Homo sapiens	9606	345	0.397133655	0.231884057971014	0.0	0.0405797101449275	0.71	-0.175	0.0308904	0	0.0	
A0A1W2PPM1	hSaPS	train	0	hNoPS	CPHXL	Homo sapiens	9606	405	0.405185185	0.187654320987654	0.019753086419753	0.160493827160493	3.38	0.185	0.481177	0	0.0	
A0A1W2PR48	hSaPS	train	0	hNoPS	TLE7	Homo sapiens	9606	441	0.464424288	0.1859410430839	0.160997732426303	0.0997732426303854	-0.02	-0.065	0.191043	0	0.0	
A0A1W2PR82	hSaPS	train	0	hNoPS	PERC1	Homo sapiens	9606	267	0.416604245	0.288389513108614	0.513108614232209	0.138576779026217	1.32	-0.273	0.354643	0	0.0	
A0A1W2PS18	hSaPS	train	0	hNoPS	PMIS2	Homo sapiens	9606	150	0.492592593	0.1	0.44	0.386666666666666	-0.38	-0.083	-0.694666	0	0.0	
A0A286YF58	hSaPS	train	0	hNoPS	TM271	Homo sapiens	9606	385	0.493593074	0.174025974025974	0.0	0.501298701298701	3.76	-0.093	0.799033	0	0.0	
A0A2R8Y4Y8	hSaPS	train	0	hNoPS	OSP4B	Homo sapiens	9606	160	0.46625	0.225	0.1	0.0	-0.35	-0.358	-0.792368	0	0.0	
A0A2R8YCJ5	hSaPS	train	0	hNoPS	SIM41	Homo sapiens	9606	93	0.502628435	0.161290322580645	1.0	0.612903225806451		-0.332	-0.378574	0	0.0	
A0A2R8YFL7	hSaPS	train	0	hNoPS	OSP4A	Homo sapiens	9606	184	0.51763285	0.206521739130434	0.0	0.0	-0.9	-0.487	-0.599152	0	0.0	
A0A2R8YFM6	hSaPS	train	0	hNoPS	OOSP3	Homo sapiens	9606	193	0.509499136	0.10880829015544	0.0	0.0	-1.04	-0.09	-0.814715	0	0.0	
A0A539	hSaPS	train	0	hNoPS	TVB42	Homo sapiens	9606	114	0.476023392	0.157894736842105	0.149122807017543	0.140350877192982		-0.314	-1.48806	0	0.0	
A0AUZ9	hSaPS	train	0	hNoPS	KAL1L	Homo sapiens	9606	987	0.422863897	0.249240121580547	0.0466058763931104	0.0759878419452887	0.4	-0.138	0.474366	0	0.008105369807497468	0.84067416
A0AV02	hSaPS	train	0	hNoPS	S12A8	Homo sapiens	9606	714	0.535698724	0.141456582633053	0.0	0.0658263305322128	0.91	-0.236	0.346965	0	0.00980392156862745	0.42937532
A0AVF1	hSaPS	train	0	hNoPS	IFT56	Homo sapiens	9606	554	0.462956278	0.254512635379061	0.0	0.01985559566787	-0.65	-0.276	0.40115	0	0.005415162454873646	0.4857694
A0AVI4	hSaPS	train	0	hNoPS	TM129	Homo sapiens	9606	362	0.519459791	0.165745856353591	0.0	0.0	0.3	-0.34	-1.4293	0	0.008287292817679558	0.7005029
A0JD36	hSaPS	train	0	hNoPS	TRDV2	Homo sapiens	9606	115	0.487342995	0.2	0.0	0.0		-0.284	-0.330009	0	0.0	
A0PJE2	hSaPS	train	0	hNoPS	DHR12	Homo sapiens	9606	317	0.463862601	0.22397476340694	0.0	0.0757097791798107	0.66	-0.175	0.416816	0	0.0	0.55554146
A0PJW6	hSaPS	train	0	hNoPS	TM223	Homo sapiens	9606	202	0.530308031	0.158415841584158	0.0	0.178217821782178	0.23	-0.361	-0.148571	0	0.0049504950495049506	0.543306
A0PJW8	hSaPS	train	0	hNoPS	DAPL1	Homo sapiens	9606	107	0.440809969	0.261682242990654	0.990654205607476	0.0		-0.483	-0.385729	0	0.04672897196261682	0.7216691
A0PJX0	hSaPS	train	0	hNoPS	CIB4	Homo sapiens	9606	185	0.471951952	0.254054054054054	0.0	0.081081081081081	-0.22	-0.443	-0.88731	0	0.005405405405405406	
A0PJX8	hSaPS	train	0	hNoPS	TMM82	Homo sapiens	9606	343	0.554583738	0.122448979591836	0.0699708454810495	0.25072886297376	-0.54	-0.371	-0.515041	0	0.0	0.2479223
A0PJY2	hSaPS	train	0	hNoPS	FEZF1	Homo sapiens	9606	475	0.450292398	0.176842105263157	0.0947368421052631	0.126315789473684	0.74	-0.198	0.215726	0	0.002105263157894737	0.26799768
A0PK11	hSaPS	train	0	hNoPS	CLRN2	Homo sapiens	9606	232	0.584195402	0.142241379310344	0.0	0.198275862068965	-0.95	-0.354	-0.655248	0	0.0	
A0ZSE6	hSaPS	train	0	hNoPS	CC50C	Homo sapiens	9606	113	0.511307768	0.212389380530973	0.0	0.0		-0.528	-1.72556	0	0.0	
A1A4F0	hSaPS	train	0	hNoPS	S66AL	Homo sapiens	9606	135	0.494897119	0.192592592592592	0.0	0.0		-0.335	-0.451986	0	0.0	0.99565166
A1A4V9	hSaPS	train	0	hNoPS	CC189	Homo sapiens	9606	331	0.444511581	0.271903323262839	0.169184290030211	0.0966767371601208	-0.29	-0.406	-0.663302	0	0.015105740181268883	0.5773506
A1A519	hSaPS	train	0	hNoPS	F170A	Homo sapiens	9606	330	0.386835017	0.296969696969697	0.424242424242424	0.266666666666666	1.82	-0.193	0.297714	0	0.015151515151515152	
A1A5B4	hSaPS	train	0	hNoPS	ANO9	Homo sapiens	9606	782	0.505470304	0.214833759590792	0.0	0.0626598465473145	-0.16	-0.364	-0.190357	0	0.005115089514066497	0.45424935
A1A5C7	hSaPS	train	0	hNoPS	S22AN	Homo sapiens	9606	686	0.535098801	0.150145772594752	0.0553935860058309	0.173469387755102	3.14	-0.114	0.58316	0	0.008746355685131196	0.72512555
A1E959	hSaPS	train	0	hNoPS	ODAM	Homo sapiens	9606	279	0.464994026	0.118279569892473	0.121863799283154	0.222222222222222	1.63	0.142	-0.355737	0	0.007168458781362007	0.441902
A1L0T0	hSaPS	train	0	hNoPS	ILVBL	Homo sapiens	9606	632	0.520411392	0.183544303797468	0.0	0.0411392405063291	1.22	-0.183	0.484967	0	0.00949367088607595	0.68050855
A1L162	hSaPS	train	0	hNoPS	ERIC2	Homo sapiens	9606	156	0.358760684	0.416666666666666	1.0	0.314102564102564	-0.42	-0.636	0.179282	0	0.0	0.99580944
A1L170	hSaPS	train	0	hNoPS	CA226	Homo sapiens	9606	272	0.428962418	0.235294117647058	0.746323529411764	0.106617647058823	0.88	-0.214	0.227161	0	0.058823529411764705	0.6450266
A1L188	hSaPS	train	0	hNoPS	NDUF8	Homo sapiens	9606	74	0.49039039	0.243243243243243	1.0	0.121621621621621		-0.466	-0.943193	0	0.05405405405405406	0.34884462
A1L190	hSaPS	train	0	hNoPS	SYCE3	Homo sapiens	9606	88	0.403661616	0.375	1.0	0.159090909090909		-0.573	-1.74291	0	0.03409090909090909	0.90858006
A1L390	hSaPS	train	0	hNoPS	PKHG3	Homo sapiens	9606	1219	0.422121958	0.260049220672682	0.438063986874487	0.139458572600492	2.55	-0.121	1.05191	0	0.052502050861361775	0.55195045
A1L453	hSaPS	train	0	hNoPS	PRS38	Homo sapiens	9606	326	0.528629857	0.125766871165644	0.0	0.13803680981595	0.6	-0.317	-0.223584	0	0.003067484662576687	
A1L4H1	hSaPS	train	0	hNoPS	SRCRL	Homo sapiens	9606	1573	0.433827788	0.184361093452002	0.10553083280356	0.277177368086459	3.92	-0.105	0.511594	0	0.0050858232676414495	0.47313496
A1L4K1	hSaPS	train	0	hNoPS	FSD2	Homo sapiens	9606	749	0.435469515	0.277703604806408	0.0400534045393858	0.0440587449933244	1.21	-0.173	0.37057	0	0.010680907877169559	
A1L4Q6	hSaPS	train	0	hNoPS	YK033	Homo sapiens	9606	167	0.482634731	0.179640718562874	0.0898203592814371	0.0778443113772455	1.08	-0.39	-0.664363	0	0.0	
A1X283	hSaPS	train	0	hNoPS	SPD2B	Homo sapiens	9606	911	0.406134894	0.287596048298573	0.410537870472008	0.0801317233809001	1.58	-0.28	1.21926	0	0.043907793633369926	0.69178665
A1YPR0	hSaPS	train	0	hNoPS	ZBT7C	Homo sapiens	9606	619	0.441159576	0.263327948303715	0.0	0.161550888529886	1.35	-0.276	0.554426	0	0.01615508885298869	
A1Z1Q3	hSaPS	train	0	hNoPS	MACD2	Homo sapiens	9606	425	0.399555556	0.336470588235294	0.352941176470588	0.136470588235294	0.82	-0.405	1.08971	0	0.002352941176470588	0.91095346
A2A2Y4	hSaPS	train	0	hNoPS	FRMD3	Homo sapiens	9606	597	0.459557044	0.268006700167504	0.0	0.149078726968174	-0.48	-0.372	0.0335857	0	0.020100502512562814	0.73949814
A2A2Z9	hSaPS	train	0	hNoPS	AN18B	Homo sapiens	9606	1011	0.410935268	0.345202769535113	0.0	0.0781404549950544	-0.14	-0.228	0.694323	0	0.009891196834817012	0.994622
A2A3N6	hSaPS	train	0	hNoPS	PIPSL	Homo sapiens	9606	862	0.457708172	0.236658932714617	0.0672853828306264	0.0893271461716937	0.79	-0.248	0.823699	0	0.0034802784222737818	
A2AJT9	hSaPS	train	0	hNoPS	BCLA3	Homo sapiens	9606	711	0.344272543	0.337552742616033	0.482419127988748	0.0168776371308016	2.3	-0.001	1.49043	0	0.01828410689170183	0.44961306
A2IDD5	hSaPS	train	0	hNoPS	CCD78	Homo sapiens	9606	438	0.424023338	0.237442922374429	0.0136986301369863	0.125570776255707	1.47	-0.17	0.283502	1	0.00228310502283105	
A2PYH4	hSaPS	train	0	hNoPS	HFM1	Homo sapiens	9606	1435	0.45812621	0.253658536585365	0.0	0.0146341463414634	0.32	-0.087	0.789477	0	0.012543554006968641	0.99894243
A2RRH5	hSaPS	train	0	hNoPS	WDR27	Homo sapiens	9606	827	0.500067177	0.185006045949214	0.0	0.0157194679564691	0.65	-0.213	0.207705	0	0.0036275695284159614	0.6307901
A2RRL7	hSaPS	train	0	hNoPS	TM213	Homo sapiens	9606	107	0.521910696	0.158878504672897	0.0841121495327102	0.16822429906542		-0.334	-2.23525	0	0.0	
A2RU14	hSaPS	train	0	hNoPS	TM218	Homo sapiens	9606	115	0.665217391	0.104347826086956	0.0	0.130434782608695		-0.624	-1.31058	0	0.0	0.28183064
A2RU30	hSaPS	train	0	hNoPS	TESP1	Homo sapiens	9606	521	0.416037535	0.262955854126679	0.159309021113243	0.115163147792706	1.11	-0.324	-0.143327	0	0.03262955854126679	
A2RU37	hSaPS	train	0	hNoPS	CI170	Homo sapiens	9606	121	0.415518825	0.28099173553719	0.768595041322314	0.0		-0.357	1.30519	0	0.0	
A2RU48	hSaPS	train	0	hNoPS	SMCO3	Homo sapiens	9606	225	0.498469136	0.257777777777777	0.0	0.0	0.05	-0.451	-0.259848	0	0.008888888888888889	
A2RU54	hSaPS	train	0	hNoPS	HMX2	Homo sapiens	9606	273	0.425396825	0.23076923076923	0.304029304029303	0.0476190476190476	2.26	-0.223	0.594758	0	0.01098901098901099	
A2RU67	hSaPS	train	0	hNoPS	F234B	Homo sapiens	9606	622	0.499857092	0.186495176848874	0.0980707395498392	0.0192926045016077	0.11	-0.131	0.493527	0	0.02090032154340836	0.41594157
A2RUB1	hSaPS	train	0	hNoPS	MEIOC	Homo sapiens	9606	952	0.412313259	0.227941176470588	0.0	0.0367647058823529	2.62	0.066	0.947963	0	0.009453781512605041	0.6450334
A2RUB6	hSaPS	train	0	hNoPS	CCD66	Homo sapiens	9606	948	0.379770277	0.312236286919831	0.0537974683544303	0.0327004219409282	2.6	-0.12	0.907631	0	0.02531645569620253	0.42408165
A2RUC4	hSaPS	train	0	hNoPS	TYW5	Homo sapiens	9606	315	0.452275132	0.279365079365079	0.0	0.0507936507936507	-0.3	-0.448	0.15241	0	0.01904761904761905	0.93718886
A2RUU4	hSaPS	train	0	hNoPS	COLL1	Homo sapiens	9606	121	0.489807163	0.206611570247933	0.0	0.115702479338842		-0.474	-1.09405	0	0.01652892561983471	
A2VCK2	hSaPS	train	0	hNoPS	DCD2B	Homo sapiens	9606	349	0.458007004	0.203438395415472	0.143266475644699	0.0744985673352435	0.62	-0.117	0.337131	0	0.025787965616045846	
A2VDF0	hSaPS	train	0	hNoPS	FUCM	Homo sapiens	9606	154	0.536147186	0.22077922077922	0.0	0.0	-0.96	-0.539	-0.90242	0	0.006493506493506494	
A2VDJ0	hSaPS	train	0	hNoPS	T131L	Homo sapiens	9606	1609	0.459229335	0.19763828464885	0.0	0.0515848353014294	3.23	0.021	0.771083	0	0.019888129272840272	0.8490881
A2VEC9	hSaPS	train	0	hNoPS	SSPO	Homo sapiens	9606	5150	0.462748652	0.159029126213592	0.0	0.0699029126213592	5.89	-0.129	1.05625	0	0.0027184466019417475	
A3KN83	hSaPS	train	0	hNoPS	SBNO1	Homo sapiens	9606	1393	0.447555236	0.256281407035175	0.0	0.0983488872936109	1.27	-0.1	1.26013	0	0.027279253409906678	0.7349827
A4D0S4	hSaPS	train	0	hNoPS	LAMB4	Homo sapiens	9606	1761	0.451523755	0.215218625780806	0.0	0.033503691084611	5.35	-0.109	0.992036	0	0.010789324247586598	0.24185681
A4D0T2	hSaPS	train	0	hNoPS	CG066	Homo sapiens	9606	115	0.495942029	0.165217391304347	0.0	0.0		-0.361	-1.77704	0	0.008695652173913044	
A4D0T7	hSaPS	train	0	hNoPS	SIM30	Homo sapiens	9606	59	0.638418079	0.101694915254237	0.338983050847457	0.423728813559322			-2.37694	0	0.0	
A4D126	hSaPS	train	0	hNoPS	ISPD	Homo sapiens	9606	451	0.493643755	0.228381374722838	0.0620842572062084	0.0	0.63	-0.207	-0.0899104	0	0.0066518847006651885	0.85295796
A4D161	hSaPS	train	0	hNoPS	F221A	Homo sapiens	9606	298	0.449217002	0.241610738255033	0.151006711409395	0.0	1.6	-0.327	-0.166769	0	0.02348993288590604	0.2665125
A4D1B5	hSaPS	train	0	hNoPS	GSAP	Homo sapiens	9606	854	0.486989331	0.201405152224824	0.0	0.0292740046838407	0.35	-0.248	0.269666	0	0.00702576112412178	0.74495095
A4D1F6	hSaPS	train	0	hNoPS	LRRD1	Homo sapiens	9606	860	0.47378553	0.225581395348837	0.0593023255813953	0.077906976744186	-0.56	-0.106	0.456919	0	0.0	
A4D1N5	hSaPS	train	0	hNoPS	YG018	Homo sapiens	9606	150	0.462592593	0.206666666666666	0.0	0.0	0.74	-0.388	-0.574616	0	0.0	
A4D1S0	hSaPS	train	0	hNoPS	KLRG2	Homo sapiens	9606	409	0.466449334	0.188264058679706	0.344743276283618	0.286063569682151	2.35	-0.253	0.14367	0	0.04645476772616137	
A4D1U4	hSaPS	train	0	hNoPS	DEN11	Homo sapiens	9606	455	0.475140415	0.228571428571428	0.105494505494505	0.147252747252747	0.26	-0.278	0.284172	0	0.013186813186813187	0.76894224
A4D1Z8	hSaPS	train	0	hNoPS	GRIFN	Homo sapiens	9606	144	0.47492284	0.208333333333333	0.0	0.0	-0.38	-0.375	-0.0274599	0	0.0	
A4D250	hSaPS	train	0	hNoPS	BLACE	Homo sapiens	9606	179	0.469646182	0.201117318435754	0.0502793296089385	0.0	1.62	-0.362	-0.376336	0	0.0	
A4D256	hSaPS	train	0	hNoPS	CC14C	Homo sapiens	9606	447	0.463683818	0.237136465324384	0.0	0.0246085011185682	0.2	-0.251	0.31449	0	0.011185682326621925	
A4D263	hSaPS	train	0	hNoPS	SPT48	Homo sapiens	9606	438	0.423135464	0.23972602739726	0.0	0.0525114155251141	2.25	-0.139	0.359478	0	0.00228310502283105	
A4D2B0	hSaPS	train	0	hNoPS	MBLC1	Homo sapiens	9606	266	0.486006683	0.195488721804511	0.142857142857142	0.176691729323308	1.05	-0.298	1.37422	0	0.015037593984962405	
A4D2P6	hSaPS	train	0	hNoPS	GRD2I	Homo sapiens	9606	1211	0.452023121	0.233691164327002	0.00165152766308835	0.198183319570602	3.3	-0.174	0.684521	0	0.014037985136251032	
A4FU01	hSaPS	train	0	hNoPS	MTMRB	Homo sapiens	9606	709	0.460711487	0.207334273624823	0.0183356840620592	0.0380818053596615	0.55	0.003	0.449519	0	0.00846262341325811	0.61574566
A4FU49	hSaPS	train	0	hNoPS	SH321	Homo sapiens	9606	640	0.389756944	0.303125	0.8328125	0.09375	2.62	-0.07	0.416914	0	0.0171875	0.40569794
A4IF30	hSaPS	train	0	hNoPS	S35F4	Homo sapiens	9606	521	0.532992109	0.163147792706333	0.0	0.0690978886756238	0.45	-0.188	0.0192758	0	0.0	0.9937495
A4QMS7	hSaPS	train	0	hNoPS	CE049	Homo sapiens	9606	147	0.386848073	0.312925170068027	0.82312925170068	0.0	-0.67	-0.378	0.154272	0	0.027210884353741496	
A4QPH2	hSaPS	train	0	hNoPS	PI4P2	Homo sapiens	9606	592	0.479767267	0.22804054054054	0.0	0.0	0.13	-0.196	0.216004	0	0.006756756756756757	
A5A3E0	hSaPS	train	0	hNoPS	POTEF	Homo sapiens	9606	1075	0.42450646	0.281860465116279	0.053953488372093	0.00930232558139534	3.68	-0.223	1.00726	0	0.029767441860465118	
A5D6W6	hSaPS	train	0	hNoPS	FITM1	Homo sapiens	9606	292	0.558447489	0.10958904109589	0.0	0.222602739726027	0.24	-0.271	-0.257267	0	0.003424657534246575	
A5D8V6	hSaPS	train	0	hNoPS	VP37C	Homo sapiens	9606	355	0.425320814	0.194366197183098	0.574647887323943	0.261971830985915	4.66	0.194	0.0783449	0	0.014084507042253521	0.6120691
A5D8W1	hSaPS	train	0	hNoPS	CFA69	Homo sapiens	9606	941	0.484531822	0.250797024442082	0.0350690754516471	0.0212539851222104	0.67	-0.372	0.475297	0	0.005313496280552604	
A5LHX3	hSaPS	train	0	hNoPS	PSB11	Homo sapiens	9606	300	0.464777778	0.203333333333333	0.14	0.13	3.07	-0.226	-0.0648518	0	0.0	
A5PLL7	hSaPS	train	0	hNoPS	TM189	Homo sapiens	9606	270	0.495555556	0.196296296296296	0.0	0.0481481481481481	-0.36	-0.502	-0.591328	0	0.007407407407407408	0.25501812
A5PLN7	hSaPS	train	0	hNoPS	F149A	Homo sapiens	9606	773	0.437659911	0.214747736093143	0.219922380336351	0.197930142302716	2.56	-0.088	0.896213	0	0.0129366106080207	0.7549664
A5PLN9	hSaPS	train	0	hNoPS	TPC13	Homo sapiens	9606	417	0.489102052	0.211031175059952	0.0	0.0311750599520383	-0.07	-0.247	-0.174446	0	0.009592326139088728	0.42611516
A5YM72	hSaPS	train	0	hNoPS	CRNS1	Homo sapiens	9606	827	0.513851941	0.204353083434099	0.0	0.160822249093107	1.38	-0.396	0.444014	0	0.0036275695284159614	
A6H8M9	hSaPS	train	0	hNoPS	CDHR4	Homo sapiens	9606	788	0.506852792	0.138324873096446	0.0	0.0368020304568527	1.35	-0.035	-0.104498	0	0.0025380710659898475	
A6H8Z2	hSaPS	train	0	hNoPS	F221B	Homo sapiens	9606	402	0.41379215	0.256218905472636	0.276119402985074	0.0820895522388059	1.01	-0.303	-0.444651	0	0.004975124378109453	
A6NC51	hSaPS	train	0	hNoPS	T150B	Homo sapiens	9606	233	0.593276109	0.0815450643776824	0.0	0.206008583690987	0.87	-0.363	-1.4778	0	0.0	
A6NC62	hSaPS	train	0	hNoPS	RAKDN	Homo sapiens	9606	111	0.434534535	0.207207207207207	0.927927927927928	0.0		-0.307	-0.618003	0	0.0	
A6NC78	hSaPS	train	0	hNoPS	GOG8I	Homo sapiens	9606	632	0.386533052	0.302215189873417	0.128164556962025	0.20253164556962	3.65	-0.042	0.8278	0	0.0031645569620253164	
A6NC98	hSaPS	train	0	hNoPS	CC88B	Homo sapiens	9606	1476	0.407881662	0.317750677506775	0.306910569105691	0.239159891598915	1.19	-0.152	0.913577	1	0.012195121951219513	0.8739542
A6NCF5	hSaPS	train	0	hNoPS	KLH33	Homo sapiens	9606	533	0.50045862	0.181988742964352	0.0	0.0562851782363977	0.66	-0.254	-0.128348	0	0.013133208255159476	
A6NCI4	hSaPS	train	0	hNoPS	VWA3A	Homo sapiens	9606	1184	0.457028904	0.23902027027027	0.0	0.00844594594594594	0.55	-0.128	0.461591	0	0.007601351351351352	
A6NCI5	hSaPS	train	0	hNoPS	SIM16	Homo sapiens	9606	91	0.597313797	0.109890109890109	0.0	0.0		-0.508	-2.74346	0	0.0	
A6NCI8	hSaPS	train	0	hNoPS	CB078	Homo sapiens	9606	922	0.432863341	0.186550976138828	0.31995661605206	0.0672451193058568	1.97	0.113	0.414529	0	0.01193058568329718	
A6NCL1	hSaPS	train	0	hNoPS	GEMC1	Homo sapiens	9606	334	0.410345975	0.239520958083832	0.0	0.0449101796407185	2.59	-0.228	0.0501989	0	0.005988023952095809	
A6NCL2	hSaPS	train	0	hNoPS	LRCL1	Homo sapiens	9606	159	0.477288609	0.150943396226415	0.0	0.144654088050314	0.24	-0.356	-1.27523	0	0.0	
A6NCQ9	hSaPS	train	0	hNoPS	RN222	Homo sapiens	9606	220	0.502727273	0.186363636363636	0.0	0.309090909090909	0.51	-0.146	-1.06855	0	0.00909090909090909	
A6ND36	hSaPS	train	0	hNoPS	FA83G	Homo sapiens	9606	823	0.422600243	0.257594167679222	0.392466585662211	0.12636695018226	2.12	-0.045	0.993098	0	0.032806804374240585	0.89134556
A6ND91	hSaPS	train	0	hNoPS	ASPD	Homo sapiens	9606	283	0.502473498	0.173144876325088	0.0	0.0247349823321554	0.81	-0.299	0.155824	0	0.01060070671378092	
A6NDA9	hSaPS	train	0	hNoPS	LRIT2	Homo sapiens	9606	550	0.50640404	0.178181818181818	0.0727272727272727	0.069090909090909	0.61	-0.267	-0.195715	0	0.0018181818181818182	
A6NDB9	hSaPS	train	0	hNoPS	PALM3	Homo sapiens	9606	673	0.396731055	0.329866270430906	0.907875185735512	0.289747399702823	2.89	-0.136	1.75819	0	0.04309063893016345	0.89167684
A6NDE4	hSaPS	train	0	hNoPS	RBY1B	Homo sapiens	9606	496	0.344041219	0.286290322580645	0.5625	0.15524193548387	5.81	-0.059	2.17404	0	0.02620967741935484	
A6NDG6	hSaPS	train	0	hNoPS	PGP	Homo sapiens	9606	321	0.502596054	0.218068535825545	0.0	0.105919003115264	0.0	-0.282	0.528469	0	0.018691588785046728	0.9823413
A6NDK9	hSaPS	train	0	hNoPS	GOG6C	Homo sapiens	9606	693	0.371444605	0.337662337662337	0.274170274170274	0.177489177489177	2.29	-0.193	0.582523	0	0.005772005772005772	
A6NDL7	hSaPS	train	0	hNoPS	MT21E	Homo sapiens	9606	271	0.494546945	0.225092250922509	0.0	0.0	-0.84	-0.345	-0.72126	0	0.0	
A6NDN8	hSaPS	train	0	hNoPS	UBIML	Homo sapiens	9606	102	0.502069717	0.215686274509803	0.0	0.166666666666666		-0.556	-0.349007	0	0.0	
A6NDU8	hSaPS	train	0	hNoPS	CE051	Homo sapiens	9606	294	0.463492063	0.258503401360544	0.0	0.14625850340136	-0.31	-0.34	-0.266562	0	0.006802721088435374	0.29788235
A6NDX4	hSaPS	train	0	hNoPS	YO011	Homo sapiens	9606	124	0.531451613	0.104838709677419	0.0	0.177419354838709		-0.272	-0.948225	0	0.0	
A6NDX5	hSaPS	train	0	hNoPS	ZN840	Homo sapiens	9606	716	0.390906269	0.245810055865921	0.0	0.020949720670391	1.02	-0.238	1.07084	0	0.008379888268156424	
A6NDZ8	hSaPS	train	0	hNoPS	MB3L4	Homo sapiens	9606	208	0.432211538	0.264423076923076	0.0	0.0576923076923076	0.42	-0.313	-0.421929	0	0.0	
A6NE52	hSaPS	train	0	hNoPS	WDR97	Homo sapiens	9606	1622	0.480723387	0.19790382244143	0.00678175092478421	0.101726263871763	1.86	-0.154	0.0520285	0	0.0018495684340320592	
A6NEE1	hSaPS	train	0	hNoPS	PLHD1	Homo sapiens	9606	506	0.398660518	0.33596837944664	0.0177865612648221	0.223320158102766	0.14	-0.305	0.185473	0	0.007905138339920948	
A6NEF3	hSaPS	train	0	hNoPS	GG6L4	Homo sapiens	9606	574	0.356387921	0.405923344947735	0.245644599303135	0.548780487804878	3.04	-0.236	0.499702	1	0.005226480836236934	
A6NEH6	hSaPS	train	0	hNoPS	TM247	Homo sapiens	9606	219	0.445459158	0.264840182648401	0.310502283105022	0.045662100456621	2.42	-0.214	-0.427287	0	0.0045662100456621	
A6NEH8	hSaPS	train	0	hNoPS	ZNAS2	Homo sapiens	9606	195	0.436923077	0.205128205128205	0.266666666666666	0.0	1.16	-0.227	0.34659	0	0.0	
A6NEK1	hSaPS	train	0	hNoPS	ARRD5	Homo sapiens	9606	342	0.478362573	0.198830409356725	0.0	0.043859649122807	0.4	-0.361	-0.396641	0	0.008771929824561403	
A6NEL2	hSaPS	train	0	hNoPS	SWAHB	Homo sapiens	9606	793	0.426860025	0.244640605296343	0.316519546027742	0.228247162673392	2.05	-0.107	0.933605	0	0.021437578814627996	0.955271
A6NEN9	hSaPS	train	0	hNoPS	CX065	Homo sapiens	9606	183	0.429326047	0.289617486338797	0.262295081967213	0.0	0.43	-0.425	-0.210695	0	0.0	
A6NEQ2	hSaPS	train	0	hNoPS	F181B	Homo sapiens	9606	426	0.477256129	0.185446009389671	0.124413145539906	0.347417840375586	3.51	-0.148	1.32177	0	0.011737089201877934	0.9986739
A6NES4	hSaPS	train	0	hNoPS	MRO2A	Homo sapiens	9606	1674	0.49952874	0.222222222222222	0.0	0.0304659498207885	1.42	-0.245	-0.0758292	0	0.014934289127837515	0.23486917
A6NEV1	hSaPS	train	0	hNoPS	PR23A	Homo sapiens	9606	266	0.471971596	0.218045112781954	0.398496240601503	0.424812030075188	2.84	-0.278	-0.390205	0	0.007518796992481203	
A6NF01	hSaPS	train	0	hNoPS	P121B	Homo sapiens	9606	834	0.472728484	0.0947242206235011	0.455635491606714	0.348920863309352	5.16	0.06	0.412356	0	0.0035971223021582736	
A6NF34	hSaPS	train	0	hNoPS	ANTRL	Homo sapiens	9606	631	0.464905793	0.188589540412044	0.0	0.209191759112519	2.54	-0.235	-0.209731	0	0.001584786053882726	
A6NF36	hSaPS	train	0	hNoPS	CC182	Homo sapiens	9606	153	0.430283224	0.320261437908496	0.176470588235294	0.215686274509803	-0.31	-0.326	-0.411	0	0.0	
A6NF83	hSaPS	train	0	hNoPS	NUPR2	Homo sapiens	9606	97	0.372852234	0.319587628865979	1.0	0.360824742268041		-0.309	-0.541945	0	0.0	
A6NFA1	hSaPS	train	0	hNoPS	TIKI2	Homo sapiens	9606	517	0.458693316	0.18375241779497	0.0	0.170212765957446	2.04	-0.121	-0.211789	0	0.0038684719535783366	
A6NFC5	hSaPS	train	0	hNoPS	TM235	Homo sapiens	9606	223	0.588589935	0.0762331838565022	0.0	0.300448430493273	-0.14	-0.242	-0.765578	0	0.0	
A6NFD8	hSaPS	train	0	hNoPS	HELT	Homo sapiens	9606	242	0.446097337	0.210743801652892	0.0	0.136363636363636	1.56	-0.078	-0.155024	0	0.0	
A6NFE3	hSaPS	train	0	hNoPS	EFC10	Homo sapiens	9606	127	0.462554681	0.314960629921259	0.236220472440944	0.0		-0.503	-0.701053	0	0.0	
A6NFH5	hSaPS	train	0	hNoPS	FBP12	Homo sapiens	9606	140	0.440714286	0.292857142857142	0.0	0.0	-2.52	-0.58	0.301324	0	0.05	
A6NFI3	hSaPS	train	0	hNoPS	ZN316	Homo sapiens	9606	1004	0.418005755	0.278884462151394	0.159362549800796	0.280876494023904	2.73	-0.165	1.53968	0	0.02091633466135458	
